case_num,num_var,num_clause,k_sat,trial,bt_dec,bt_state,bt_time,cdcl_dec,cdcl_state,cdcl_time,dpll_dec,dpll_state,dpll_time,scho_dec,scho_state,scho_time
7283,8,4,4,19,8,SAT,3861,6,SAT,15950,4,SAT,8588,9,SAT,4625
7284,8,4,4,20,5,SAT,2498,5,SAT,16530,3,SAT,8120,9,SAT,4768
7285,8,4,4,21,8,SAT,4331,8,SAT,22761,3,SAT,8881,8,SAT,3114
7286,8,4,4,22,7,SAT,3233,7,SAT,19863,4,SAT,8702,8,SAT,3051
7287,8,4,4,23,5,SAT,2160,5,SAT,16839,6,SAT,8646,8,SAT,3184
7288,8,4,4,24,3,SAT,1176,3,SAT,11633,3,SAT,8163,8,SAT,3194
7289,8,4,4,25,4,SAT,1540,4,SAT,12636,7,SAT,8328,8,SAT,2809
7290,8,4,4,26,6,SAT,2656,6,SAT,19038,4,SAT,7587,8,SAT,3540
7291,8,4,4,27,6,SAT,2224,6,SAT,15788,5,SAT,11279,8,SAT,3458
7292,8,4,4,28,6,SAT,2844,6,SAT,16983,4,SAT,7934,8,SAT,3496
7293,8,4,4,29,5,SAT,1880,5,SAT,13590,5,SAT,7985,8,SAT,3069
7294,8,4,4,30,6,SAT,2623,6,SAT,16089,4,SAT,7673,8,SAT,2577
7295,8,4,4,31,1,SAT,462,1,SAT,9347,4,SAT,7305,8,SAT,2885
7296,8,5,4,0,9,SAT,5648,6,SAT,19768,5,SAT,17373,8,SAT,3568
7297,8,5,4,1,7,SAT,3692,7,SAT,21331,5,SAT,20702,9,SAT,4962
7298,8,5,4,2,4,SAT,1624,4,SAT,14643,3,SAT,15328,8,SAT,3486
7299,8,5,4,3,6,SAT,2501,6,SAT,16305,3,SAT,10206,8,SAT,3392
7300,8,5,4,4,3,SAT,1285,3,SAT,12015,5,SAT,10673,8,SAT,3463
7301,8,5,4,5,6,SAT,3131,6,SAT,21162,3,SAT,10067,8,SAT,3406
7302,8,5,4,6,6,SAT,3083,6,SAT,19625,5,SAT,10622,8,SAT,3338
7303,8,5,4,7,7,SAT,3674,5,SAT,18970,3,SAT,9525,8,SAT,3120
7304,8,5,4,8,6,SAT,2561,6,SAT,17043,2,SAT,9517,8,SAT,2875
7305,8,5,4,9,4,SAT,2072,4,SAT,14391,2,SAT,10606,8,SAT,3067
7306,8,5,4,10,2,SAT,845,2,SAT,11319,4,SAT,9421,8,SAT,3143
7307,8,5,4,11,5,SAT,2100,5,SAT,15527,4,SAT,12854,8,SAT,3576
7308,8,5,4,12,8,SAT,5428,5,SAT,18009,5,SAT,12498,8,SAT,3122
7309,8,5,4,13,7,SAT,3422,7,SAT,21325,5,SAT,12838,8,SAT,3473
7310,8,5,4,14,8,SAT,4619,7,SAT,22264,3,SAT,9899,8,SAT,2843
7311,8,5,4,15,4,SAT,1814,4,SAT,14518,2,SAT,9145,8,SAT,2452
7312,8,5,4,16,9,SAT,4624,7,SAT,18835,3,SAT,10537,8,SAT,3222
7313,8,5,4,17,11,SAT,7769,8,SAT,29292,3,SAT,15776,8,SAT,3215
7314,8,5,4,18,4,SAT,1834,4,SAT,13063,7,SAT,13510,8,SAT,3775
7315,8,5,4,19,6,SAT,3510,6,SAT,22608,4,SAT,14426,8,SAT,3390
7316,8,5,4,20,7,SAT,4062,5,SAT,18922,2,SAT,9613,9,SAT,4981
7317,8,5,4,21,8,SAT,4936,8,SAT,25541,3,SAT,10852,8,SAT,3415
7318,8,5,4,22,7,SAT,3132,5,SAT,18281,4,SAT,9913,8,SAT,3359
7319,8,5,4,23,4,SAT,1721,4,SAT,14358,5,SAT,13067,9,SAT,4819
7320,8,5,4,24,8,SAT,4671,8,SAT,26696,4,SAT,12460,9,SAT,4998
7321,8,5,4,25,8,SAT,4337,5,SAT,16419,5,SAT,12855,8,SAT,3671
7322,8,5,4,26,6,SAT,3100,6,SAT,19332,2,SAT,14155,8,SAT,3258
7323,8,5,4,27,4,SAT,1588,4,SAT,14047,3,SAT,12180,8,SAT,3138
7324,8,5,4,28,3,SAT,1181,3,SAT,12395,5,SAT,12499,9,SAT,4960
7325,8,5,4,29,6,SAT,3444,6,SAT,21494,5,SAT,12436,8,SAT,3096
7326,8,5,4,30,6,SAT,2667,6,SAT,18794,3,SAT,13279,8,SAT,3508
7327,8,5,4,31,12,SAT,8504,7,SAT,24967,6,SAT,13453,8,SAT,2809
7328,8,6,4,0,6,SAT,2851,6,SAT,19795,4,SAT,12311,9,SAT,5548
7329,8,6,4,1,9,SAT,6145,8,SAT,30103,3,SAT,11605,8,SAT,3639
7330,8,6,4,2,7,SAT,3746,7,SAT,22566,4,SAT,16306,13,SAT,12002
7331,8,6,4,3,6,SAT,3040,6,SAT,21729,3,SAT,12360,8,SAT,3460
7332,8,6,4,4,7,SAT,3351,7,SAT,19492,3,SAT,17312,8,SAT,3189
7333,8,6,4,5,7,SAT,4145,5,SAT,18810,6,SAT,14857,9,SAT,4475
7334,8,6,4,6,9,SAT,6069,8,SAT,27686,4,SAT,18388,9,SAT,4965
7335,8,6,4,7,6,SAT,2675,6,SAT,18796,5,SAT,11848,8,SAT,3417
7336,8,6,4,8,4,SAT,1772,4,SAT,16679,4,SAT,18253,9,SAT,5899
7337,8,6,4,9,6,SAT,2388,6,SAT,17875,4,SAT,14261,8,SAT,3818
7338,8,6,4,10,4,SAT,1792,4,SAT,14675,6,SAT,14753,9,SAT,4971
7339,8,6,4,11,8,SAT,4436,7,SAT,20047,4,SAT,18838,10,SAT,7660
7340,8,6,4,12,5,SAT,2667,5,SAT,17685,4,SAT,12090,9,SAT,4924
7341,8,6,4,13,9,SAT,4940,7,SAT,19256,5,SAT,14735,11,SAT,7945
7342,8,6,4,14,5,SAT,2289,5,SAT,15416,4,SAT,14771,9,SAT,4549
7343,8,6,4,15,7,SAT,4114,7,SAT,25992,2,SAT,15832,8,SAT,3589
7344,8,6,4,16,8,SAT,4261,6,SAT,20964,4,SAT,14174,8,SAT,3768
7345,8,6,4,17,7,SAT,3314,7,SAT,25843,5,SAT,13766,8,SAT,3288
7346,8,6,4,18,5,SAT,2315,5,SAT,18621,2,SAT,10410,11,SAT,8531
7347,8,6,4,19,5,SAT,2057,5,SAT,18349,3,SAT,11537,8,SAT,3183
7348,8,6,4,20,8,SAT,4558,8,SAT,29705,6,SAT,16107,8,SAT,3937
7349,8,6,4,21,9,SAT,5362,8,SAT,27523,6,SAT,14265,9,SAT,5184
7350,8,6,4,22,7,SAT,3600,7,SAT,23008,3,SAT,18039,9,SAT,5065
7351,8,6,4,23,8,SAT,4599,7,SAT,20484,3,SAT,11733,9,SAT,4640
7352,8,6,4,24,7,SAT,4316,7,SAT,23307,5,SAT,12047,9,SAT,4850
7353,8,6,4,25,4,SAT,1787,4,SAT,15562,2,SAT,10951,8,SAT,4005
7354,8,6,4,26,7,SAT,3933,6,SAT,19284,4,SAT,14460,8,SAT,3226
7355,8,6,4,27,4,SAT,1843,4,SAT,14164,4,SAT,11461,8,SAT,3755
7356,8,6,4,28,8,SAT,4354,8,SAT,27708,6,SAT,14107,8,SAT,3531
7357,8,6,4,29,8,SAT,3924,7,SAT,22577,5,SAT,14875,8,SAT,3417
7358,8,6,4,30,20,SAT,11670,5,SAT,20730,3,SAT,13970,9,SAT,5302
7359,8,6,4,31,8,SAT,4225,8,SAT,24206,4,SAT,16075,8,SAT,3402
7360,8,7,4,0,6,SAT,2845,6,SAT,21948,2,SAT,12750,9,SAT,5538
7361,8,7,4,1,5,SAT,2393,5,SAT,18381,3,SAT,13082,8,SAT,3424
7362,8,7,4,2,9,SAT,5036,8,SAT,26847,2,SAT,23567,8,SAT,3344
7363,8,7,4,3,8,SAT,4621,7,SAT,26928,4,SAT,23017,8,SAT,3909
7364,8,7,4,4,5,SAT,2429,5,SAT,18447,4,SAT,20003,8,SAT,3725
7365,8,7,4,5,6,SAT,3154,6,SAT,22143,3,SAT,15334,8,SAT,3644
7366,8,7,4,6,11,SAT,6608,7,SAT,29740,4,SAT,21578,8,SAT,4205
7367,8,7,4,7,8,SAT,4518,6,SAT,22382,1,SAT,12844,8,SAT,3795
7368,8,7,4,8,8,SAT,5413,8,SAT,35651,4,SAT,15586,8,SAT,4108
7369,8,7,4,9,7,SAT,4017,7,SAT,31558,6,SAT,15702,8,SAT,4113
7370,8,7,4,10,8,SAT,4453,8,SAT,33601,4,SAT,17348,8,SAT,4489
7371,8,7,4,11,5,SAT,2523,5,SAT,20876,3,SAT,20744,8,SAT,3760
7372,8,7,4,12,6,SAT,2844,6,SAT,21769,6,SAT,16645,8,SAT,3394
7373,8,7,4,13,6,SAT,3122,6,SAT,23327,2,SAT,40996,8,SAT,4122
7374,8,7,4,14,8,SAT,4707,7,SAT,25565,4,SAT,25926,8,SAT,3999
7375,8,7,4,15,4,SAT,2059,4,SAT,16628,2,SAT,12018,8,SAT,3462
7376,8,7,4,16,6,SAT,3131,6,SAT,21754,4,SAT,13115,9,SAT,5047
7377,8,7,4,17,7,SAT,4805,7,SAT,31424,3,SAT,17348,8,SAT,3580
7378,8,7,4,18,6,SAT,2933,6,SAT,21629,4,SAT,16208,8,SAT,4367
7379,8,7,4,19,6,SAT,3328,6,SAT,23777,3,SAT,26148,8,SAT,4456
7380,8,7,4,20,3,SAT,1145,3,SAT,14571,4,SAT,17504,8,SAT,4055
7381,8,7,4,21,8,SAT,5815,8,SAT,28759,4,SAT,21120,9,SAT,6754
7382,8,7,4,22,7,SAT,4114,6,SAT,22770,6,SAT,17808,9,SAT,4685
7383,8,7,4,23,9,SAT,6237,8,SAT,28898,3,SAT,22151,8,SAT,3875
7384,8,7,4,24,8,SAT,5849,7,SAT,29201,3,SAT,12513,8,SAT,3899
7385,8,7,4,25,6,SAT,2843,6,SAT,21883,4,SAT,11868,8,SAT,3941
7386,8,7,4,26,7,SAT,3280,7,SAT,22059,4,SAT,16623,8,SAT,3813
7387,8,7,4,27,6,SAT,2660,6,SAT,21232,2,SAT,12448,8,SAT,3356
7388,8,7,4,28,5,SAT,2765,5,SAT,18892,3,SAT,19088,8,SAT,3556
7389,8,7,4,29,9,SAT,5058,8,SAT,27300,4,SAT,15449,10,SAT,9349
7390,8,7,4,30,9,SAT,5423,7,SAT,26589,4,SAT,13033,8,SAT,3427
7391,8,7,4,31,6,SAT,2734,6,SAT,25769,3,SAT,13142,8,SAT,3970
7392,8,8,4,0,7,SAT,3757,7,SAT,26684,4,SAT,18714,8,SAT,3552
7393,8,8,4,1,9,SAT,5626,6,SAT,24833,2,SAT,13246,8,SAT,3879
7394,8,8,4,2,6,SAT,2805,6,SAT,23032,5,SAT,20872,8,SAT,4003
7395,8,8,4,3,6,SAT,2807,6,SAT,25432,5,SAT,16887,8,SAT,3704
7396,8,8,4,4,8,SAT,4800,8,SAT,26889,4,SAT,24763,8,SAT,3606
7397,8,8,4,5,7,SAT,4452,5,SAT,24312,4,SAT,14507,8,SAT,3803
7398,8,8,4,6,8,SAT,5548,8,SAT,30419,2,SAT,23257,8,SAT,3773
7399,8,8,4,7,7,SAT,3898,7,SAT,27628,3,SAT,22815,8,SAT,3753
7400,8,8,4,8,5,SAT,2244,5,SAT,20670,6,SAT,18693,8,SAT,3734
7401,8,8,4,9,5,SAT,2495,4,SAT,18083,4,SAT,18101,9,SAT,6466
7402,8,8,4,10,8,SAT,4725,8,SAT,30015,4,SAT,32028,8,SAT,4314
7403,8,8,4,11,5,SAT,2527,5,SAT,21303,3,SAT,32031,8,SAT,3552
7404,8,8,4,12,5,SAT,2563,5,SAT,24084,3,SAT,23093,9,SAT,5436
7405,8,8,4,13,5,SAT,2350,5,SAT,21121,4,SAT,17484,8,SAT,4012
7406,8,8,4,14,8,SAT,5827,6,SAT,23871,5,SAT,18557,8,SAT,3984
7407,8,8,4,15,6,SAT,3215,6,SAT,24036,4,SAT,21264,10,SAT,9085
7408,8,8,4,16,5,SAT,2443,5,SAT,21371,4,SAT,26012,8,SAT,3944
7409,8,8,4,17,8,SAT,5579,8,SAT,25579,3,SAT,13529,8,SAT,3160
7410,8,8,4,18,7,SAT,4841,7,SAT,29354,4,SAT,27955,9,SAT,6184
7411,8,8,4,19,10,SAT,7813,9,SAT,41081,2,SAT,23323,8,SAT,4443
7412,8,8,4,20,10,SAT,6182,8,SAT,29387,3,SAT,13714,8,SAT,4178
7413,8,8,4,21,8,SAT,4977,7,SAT,26969,2,SAT,14737,8,SAT,3722
7414,8,8,4,22,7,SAT,3972,7,SAT,25463,5,SAT,18581,8,SAT,3744
7415,8,8,4,23,7,SAT,3672,7,SAT,28413,4,SAT,29179,8,SAT,4348
7416,8,8,4,24,7,SAT,4503,7,SAT,27967,4,SAT,13974,8,SAT,3756
7417,8,8,4,25,8,SAT,5528,8,SAT,39037,2,SAT,34774,8,SAT,4197
7418,8,8,4,26,6,SAT,3413,6,SAT,26786,4,SAT,22858,11,SAT,8457
7419,8,8,4,27,8,SAT,4815,8,SAT,30463,3,SAT,18238,9,SAT,6201
7420,8,8,4,28,9,SAT,5943,8,SAT,30699,4,SAT,20156,9,SAT,6975
7421,8,8,4,29,9,SAT,5958,8,SAT,34391,4,SAT,20605,8,SAT,3859
7422,8,8,4,30,4,SAT,2102,4,SAT,17495,4,SAT,42127,8,SAT,4226
7423,8,8,4,31,6,SAT,3017,6,SAT,25808,3,SAT,13698,10,SAT,9238
7424,8,9,4,0,8,SAT,5110,7,SAT,26192,4,SAT,18041,8,SAT,3614
7425,8,9,4,1,6,SAT,3327,6,SAT,26066,2,SAT,14875,9,SAT,6510
7426,8,9,4,2,9,SAT,5779,8,SAT,31711,5,SAT,22125,8,SAT,3851
7427,8,9,4,3,6,SAT,3066,6,SAT,22034,3,SAT,20383,8,SAT,3650
7428,8,9,4,4,7,SAT,4043,7,SAT,31560,2,SAT,38253,8,SAT,9505
7429,8,9,4,5,4,SAT,2020,4,SAT,20327,4,SAT,18611,8,SAT,4297
7430,8,9,4,6,5,SAT,3294,5,SAT,26405,5,SAT,21344,9,SAT,7287
7431,8,9,4,7,10,SAT,7742,9,SAT,39889,3,SAT,31464,8,SAT,4215
7432,8,9,4,8,8,SAT,5215,8,SAT,38122,2,SAT,29696,8,SAT,4129
7433,8,9,4,9,9,SAT,6275,8,SAT,28685,3,SAT,28676,8,SAT,4123
7434,8,9,4,10,9,SAT,7629,8,SAT,41534,4,SAT,33112,8,SAT,4257
7435,8,9,4,11,7,SAT,4360,7,SAT,29882,3,SAT,22522,9,SAT,5778
7436,8,9,4,12,6,SAT,3872,6,SAT,26237,5,SAT,34431,8,SAT,4309
7437,8,9,4,13,5,SAT,2922,5,SAT,20877,4,SAT,21475,10,SAT,7128
7438,8,9,4,14,8,SAT,4938,6,SAT,26822,5,SAT,20602,8,SAT,4469
7439,8,9,4,15,5,SAT,3018,5,SAT,21550,5,SAT,28091,8,SAT,4116
7440,8,9,4,16,8,SAT,6579,7,SAT,32306,3,SAT,20986,8,SAT,3771
7441,8,9,4,17,9,SAT,6546,8,SAT,36122,2,SAT,14605,9,SAT,6548
7442,8,9,4,18,9,SAT,7218,8,SAT,36502,3,SAT,22632,8,SAT,4600
7443,8,9,4,19,9,SAT,7010,7,SAT,28640,4,SAT,17775,8,SAT,3846
7444,8,9,4,20,6,SAT,3775,5,SAT,24284,5,SAT,17354,8,SAT,3754
7445,8,9,4,21,6,SAT,3124,6,SAT,23547,4,SAT,22016,8,SAT,4198
7446,8,9,4,22,5,SAT,2687,5,SAT,22109,2,SAT,31657,8,SAT,4078
7447,8,9,4,23,7,SAT,3628,7,SAT,24474,4,SAT,18421,9,SAT,5402
7448,8,9,4,24,9,SAT,6719,8,SAT,33285,3,SAT,20760,8,SAT,4545
7449,8,9,4,25,8,SAT,4822,7,SAT,29166,3,SAT,32616,10,SAT,8939
7450,8,9,4,26,7,SAT,4125,7,SAT,32756,2,SAT,38676,8,SAT,3712
7451,8,9,4,27,9,SAT,6795,6,SAT,33885,3,SAT,23677,8,SAT,3916
7452,8,9,4,28,9,SAT,6011,8,SAT,30844,4,SAT,16691,8,SAT,4049
7453,8,9,4,29,8,SAT,4836,7,SAT,26855,4,SAT,31186,8,SAT,3541
7454,8,9,4,30,6,SAT,3850,6,SAT,27442,4,SAT,25648,9,SAT,6343
7455,8,9,4,31,5,SAT,2527,5,SAT,22035,5,SAT,36603,9,SAT,5949
7456,8,10,4,0,7,SAT,4555,7,SAT,31640,3,SAT,17697,8,SAT,3996
7457,8,10,4,1,6,SAT,3211,6,SAT,23329,4,SAT,23843,8,SAT,4161
7458,8,10,4,2,8,SAT,6058,8,SAT,36598,2,SAT,43266,8,SAT,4534
7459,8,10,4,3,7,SAT,4285,7,SAT,35188,3,SAT,24919,8,SAT,4243
7460,8,10,4,4,5,SAT,3020,5,SAT,23506,4,SAT,18626,8,SAT,4607
7461,8,10,4,5,8,SAT,5583,7,SAT,36360,2,SAT,19773,9,SAT,5967
7462,8,10,4,6,9,SAT,6595,8,SAT,48144,3,SAT,21183,8,SAT,4085
7463,8,10,4,7,9,SAT,5830,8,SAT,32717,3,SAT,29983,8,SAT,3908
7464,8,10,4,8,9,SAT,5798,5,SAT,24110,3,SAT,33556,9,SAT,6802
7465,8,10,4,9,7,SAT,4493,6,SAT,27746,3,SAT,50867,8,SAT,4735
7466,8,10,4,10,7,SAT,4415,7,SAT,35675,3,SAT,46240,8,SAT,4174
7467,8,10,4,11,22,SAT,15251,10,SAT,44025,4,SAT,25430,10,SAT,8794
7468,8,10,4,12,9,SAT,5104,6,SAT,24181,5,SAT,27453,8,SAT,4422
7469,8,10,4,13,12,SAT,9078,7,SAT,35091,5,SAT,20508,8,SAT,4086
7470,8,10,4,14,7,SAT,4233,7,SAT,32241,5,SAT,31106,8,SAT,3934
7471,8,10,4,15,8,SAT,5414,7,SAT,29514,4,SAT,25447,8,SAT,4401
7472,8,10,4,16,6,SAT,3989,6,SAT,26899,1,SAT,35839,8,SAT,4571
7473,8,10,4,17,9,SAT,6870,8,SAT,38559,4,SAT,23241,8,SAT,4622
7474,8,10,4,18,7,SAT,4111,7,SAT,30445,4,SAT,20486,11,SAT,9984
7475,8,10,4,19,6,SAT,3262,6,SAT,29097,5,SAT,26350,8,SAT,4614
7476,8,10,4,20,4,SAT,2741,4,SAT,21852,5,SAT,18504,11,SAT,10466
7477,8,10,4,21,8,SAT,5429,7,SAT,32796,5,SAT,29372,8,SAT,4570
7478,8,10,4,22,8,SAT,6107,7,SAT,33404,3,SAT,27120,9,SAT,7811
7479,8,10,4,23,8,SAT,5198,6,SAT,24683,2,SAT,43492,8,SAT,4007
7480,8,10,4,24,9,SAT,6728,8,SAT,38985,2,SAT,31184,11,SAT,11185
7481,8,10,4,25,9,SAT,7483,6,SAT,30413,2,SAT,31999,9,SAT,7270
7482,8,10,4,26,11,SAT,7072,7,SAT,35648,3,SAT,34023,8,SAT,4506
7483,8,10,4,27,9,SAT,6635,8,SAT,38731,2,SAT,45621,9,SAT,6706
7484,8,10,4,28,5,SAT,3021,5,SAT,27770,1,SAT,37016,8,SAT,4642
7485,8,10,4,29,8,SAT,5580,8,SAT,35173,4,SAT,20608,8,SAT,4795
7486,8,10,4,30,7,SAT,4022,7,SAT,33706,3,SAT,24487,8,SAT,4703
7487,8,10,4,31,9,SAT,6668,8,SAT,32616,4,SAT,34939,8,SAT,4643
7488,8,11,4,0,7,SAT,3380,7,SAT,27283,4,SAT,17580,8,SAT,4485
7489,8,11,4,1,9,SAT,6083,8,SAT,39292,3,SAT,40672,8,SAT,4425
7490,8,11,4,2,6,SAT,4267,6,SAT,34282,3,SAT,43506,8,SAT,4451
7491,8,11,4,3,4,SAT,2447,4,SAT,25419,1,SAT,34378,8,SAT,4368
7492,8,11,4,4,11,SAT,8987,8,SAT,47044,3,SAT,26632,8,SAT,3732
7493,8,11,4,5,8,SAT,6233,8,SAT,34884,2,SAT,42521,8,SAT,4609
7494,8,11,4,6,9,SAT,5715,7,SAT,37578,2,SAT,39116,10,SAT,8667
7495,8,11,4,7,6,SAT,3116,6,SAT,26248,4,SAT,35572,8,SAT,3750
7496,8,11,4,8,6,SAT,3532,6,SAT,28292,5,SAT,27898,8,SAT,4518
7497,8,11,4,9,7,SAT,5379,6,SAT,32326,4,SAT,26749,11,SAT,11733
7498,8,11,4,10,6,SAT,3810,6,SAT,30913,4,SAT,39214,9,SAT,6439
7499,8,11,4,11,9,SAT,7735,8,SAT,44996,5,SAT,32779,8,SAT,5069
7500,8,11,4,12,8,SAT,6893,6,SAT,31763,5,SAT,22590,11,SAT,9548
7501,8,11,4,13,6,SAT,4285,6,SAT,33519,3,SAT,26303,8,SAT,4422
7502,8,11,4,14,19,SAT,11876,6,SAT,28723,1,SAT,44612,8,SAT,4185
7503,8,11,4,15,4,SAT,2449,4,SAT,21501,2,SAT,42007,9,SAT,7153
7504,8,11,4,16,10,SAT,8036,8,SAT,42473,4,SAT,35297,8,SAT,4467
7505,8,11,4,17,9,SAT,6109,7,SAT,33515,2,SAT,38437,10,SAT,7705
7506,8,11,4,18,6,SAT,3844,6,SAT,29454,3,SAT,49952,9,SAT,6182
7507,8,11,4,19,4,SAT,2216,4,SAT,23730,3,SAT,36462,8,SAT,3976
7508,8,11,4,20,9,SAT,6225,7,SAT,32333,2,SAT,30160,8,SAT,4011
7509,8,11,4,21,9,SAT,5838,8,SAT,33132,3,SAT,25115,9,SAT,7701
7510,8,11,4,22,4,SAT,2393,4,SAT,20007,2,SAT,32208,8,SAT,4464
7511,8,11,4,23,7,SAT,4763,7,SAT,39322,2,SAT,45203,9,SAT,6960
7512,8,11,4,24,5,SAT,2751,5,SAT,21964,3,SAT,21705,9,SAT,6557
7513,8,11,4,25,6,SAT,3400,6,SAT,26489,2,SAT,29479,8,SAT,4356
7514,8,11,4,26,12,SAT,9791,10,SAT,50966,2,SAT,58534,9,SAT,7098
7515,8,11,4,27,6,SAT,3580,6,SAT,36277,2,SAT,47663,9,SAT,8331
7516,8,11,4,28,4,SAT,2404,4,SAT,24264,3,SAT,38818,8,SAT,3908
7517,8,11,4,29,8,SAT,6117,8,SAT,42227,5,SAT,33646,10,SAT,8840
7518,8,11,4,30,6,SAT,4034,6,SAT,27245,3,SAT,22504,8,SAT,4499
7519,8,11,4,31,6,SAT,3350,6,SAT,29003,2,SAT,35561,8,SAT,4181
7520,8,12,4,0,7,SAT,4270,7,SAT,31407,3,SAT,28250,8,SAT,4361
7521,8,12,4,1,9,SAT,7589,8,SAT,39027,3,SAT,23938,8,SAT,5202
7522,8,12,4,2,4,SAT,2473,4,SAT,24110,5,SAT,39642,9,SAT,8526
7523,8,12,4,3,10,SAT,7038,9,SAT,38863,5,SAT,31256,8,SAT,4092
7524,8,12,4,4,7,SAT,5455,7,SAT,32569,3,SAT,36413,8,SAT,4463
7525,8,12,4,5,7,SAT,5154,7,SAT,40193,4,SAT,30433,9,SAT,7396
7526,8,12,4,6,8,SAT,5907,8,SAT,44972,3,SAT,46508,9,SAT,6560
7527,8,12,4,7,8,SAT,6642,7,SAT,37263,4,SAT,34299,9,SAT,6072
7528,8,12,4,8,6,SAT,3937,6,SAT,33311,4,SAT,52745,8,SAT,4567
7529,8,12,4,9,8,SAT,6455,8,SAT,43087,4,SAT,43382,9,SAT,6387
7530,8,12,4,10,8,SAT,7021,8,SAT,41318,4,SAT,33755,9,SAT,7443
7531,8,12,4,11,11,SAT,9371,8,SAT,40927,4,SAT,22602,9,SAT,7677
7532,8,12,4,12,15,SAT,13592,11,SAT,57779,4,SAT,25213,9,SAT,7651
7533,8,12,4,13,7,SAT,5654,7,SAT,42982,4,SAT,31234,9,SAT,9019
7534,8,12,4,14,8,SAT,5371,6,SAT,32496,2,SAT,27112,10,SAT,8427
7535,8,12,4,15,8,SAT,5029,8,SAT,45066,5,SAT,36012,8,SAT,5386
7536,8,12,4,16,8,SAT,5622,8,SAT,41382,3,SAT,62438,8,SAT,4350
7537,8,12,4,17,4,SAT,2937,4,SAT,34507,3,SAT,21715,11,SAT,11541
7538,8,12,4,18,7,SAT,4709,7,SAT,40905,3,SAT,45107,8,SAT,4503
7539,8,12,4,19,5,SAT,3462,5,SAT,27669,4,SAT,43776,8,SAT,4696
7540,8,12,4,20,9,SAT,6930,8,SAT,45435,4,SAT,35206,10,SAT,9030
7541,8,12,4,21,7,SAT,4883,7,SAT,37499,2,SAT,41005,10,SAT,9771
7542,8,12,4,22,7,SAT,5863,7,SAT,34613,2,SAT,50995,8,SAT,4996
7543,8,12,4,23,9,SAT,7043,6,SAT,33371,5,SAT,33858,8,SAT,4786
7544,8,12,4,24,4,SAT,2349,4,SAT,24804,3,SAT,42655,8,SAT,4361
7545,8,12,4,25,9,SAT,5895,5,SAT,24954,3,SAT,28496,8,SAT,4093
7546,8,12,4,26,9,SAT,12463,6,SAT,33862,3,SAT,37167,8,SAT,3850
7547,8,12,4,27,8,SAT,5202,8,SAT,48454,4,SAT,33705,8,SAT,4827
7548,8,12,4,28,9,SAT,7816,7,SAT,38789,1,SAT,49827,8,SAT,4939
7549,8,12,4,29,9,SAT,6387,7,SAT,32565,4,SAT,41117,9,SAT,7662
7550,8,12,4,30,9,SAT,8437,8,SAT,42297,2,SAT,46219,9,SAT,7333
7551,8,12,4,31,9,SAT,6011,7,SAT,40321,5,SAT,36148,8,SAT,4806
7552,8,13,4,0,9,SAT,7559,6,SAT,31310,4,SAT,39782,9,SAT,7643
7553,8,13,4,1,8,SAT,6999,7,SAT,41019,4,SAT,57128,8,SAT,4982
7554,8,13,4,2,8,SAT,5607,8,SAT,47703,3,SAT,39817,9,SAT,8165
7555,8,13,4,3,9,SAT,6057,8,SAT,48935,2,SAT,54030,8,SAT,4636
7556,8,13,4,4,9,SAT,5963,6,SAT,38677,4,SAT,41220,8,SAT,4951
7557,8,13,4,5,8,SAT,4989,8,SAT,41782,3,SAT,36402,8,SAT,4534
7558,8,13,4,6,8,SAT,6333,5,SAT,30217,5,SAT,35851,9,SAT,6589
7559,8,13,4,7,8,SAT,5401,7,SAT,35492,3,SAT,27567,8,SAT,4738
7560,8,13,4,8,9,SAT,6073,8,SAT,45614,4,SAT,24763,8,SAT,4625
7561,8,13,4,9,8,SAT,5186,8,SAT,41678,4,SAT,25916,9,SAT,8232
7562,8,13,4,10,5,SAT,3256,5,SAT,25475,3,SAT,39750,10,SAT,8499
7563,8,13,4,11,24,SAT,15954,8,SAT,41890,4,SAT,40075,8,SAT,4750
7564,8,13,4,12,7,SAT,4613,7,SAT,37145,4,SAT,43324,8,SAT,4445
7565,8,13,4,13,5,SAT,2749,5,SAT,29132,3,SAT,46750,8,SAT,4575
7566,8,13,4,14,9,SAT,5867,8,SAT,37774,4,SAT,26758,8,SAT,4223
7567,8,13,4,15,12,SAT,8220,7,SAT,36123,4,SAT,28462,8,SAT,4773
7568,8,13,4,16,9,SAT,6256,8,SAT,43097,2,SAT,62142,9,SAT,7179
7569,8,13,4,17,7,SAT,5584,6,SAT,40055,3,SAT,50990,13,SAT,15653
7570,8,13,4,18,9,SAT,7521,8,SAT,40066,5,SAT,55373,8,SAT,5042
7571,8,13,4,19,8,SAT,6759,7,SAT,39544,3,SAT,27763,10,SAT,11688
7572,8,13,4,20,8,SAT,6490,7,SAT,34055,5,SAT,34045,10,SAT,8851
7573,8,13,4,21,8,SAT,6061,7,SAT,41532,4,SAT,53947,9,SAT,6035
7574,8,13,4,22,9,SAT,6500,6,SAT,32017,4,SAT,46066,10,SAT,7955
7575,8,13,4,23,8,SAT,5761,7,SAT,39835,2,SAT,56447,8,SAT,4868
7576,8,13,4,24,11,SAT,9613,8,SAT,50517,2,SAT,57380,9,SAT,5853
7577,8,13,4,25,7,SAT,4687,7,SAT,41101,3,SAT,61785,9,SAT,8480
